exact_merge_group_id,exact_merge_group_name,ministry,catalog,n_rows,header_signature,sample_titles
661,Primary Census Abstract,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Primary Census Abstract, Census 2001 - India and States",593,"State Code,District Code,SubDistt,Town/ Village Code,Ward Code,Enumeration Block Code,Level,Name,Total/ Rural/ Urban,No of Households,Total Population  Persons,Total Population  Males,Total Population  Females,Population in the Age Group 06  Persons,Population in the Age Group 06  Males,Population in the Age Group 06 Females,Scheduled Castes Population  Persons,Scheduled Castes Population  Males,Scheduled Castes Population  Females,Scheduled Tribes Population  Persons,Scheduled Tribes Population","Primary Census Abstract for Kupwara District of Jammu & Kashmir, 2001 | Primary Census Abstract for Baramula District of Jammu & Kashmir, 2001 | Primary Census Abstract for Srinagar District of Jammu & Kashmir, 2001"
634,"Population Attending Educational Institutions by Age, Sex and Type of Educational Institution","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Population Attending Educational Institutions by Age, Sex and Type of Educational Institution (For Each Caste/Tribe Separately), Census 2001 - India and States",580,"Table Name,State Code,District Code,Scheduled Caste Code,Area Name,Scheduled Caste Name,Total/ Rural/ Urban,Age Group,Total  Persons,Total  Males,Total  Females,Population Attending Educational Institutions  Persons,Population Attending Educational Institutions  Males,Population Attending Educational Institutions  Females,Type of Educational Institution  School  Persons,Type of Educational Institution  School  Males,Type of Educational Institution  School  Females,Type of Educational Institution","Population Attending Educational Institutions by Age, Sex and Type of Educational Institution for Scheduled Caste (Each Caste Separately) for Kupwara District of Jammu & Kashmir, 2001 | Population Attending Educational Institutions by Age, Sex and Type of Educational Institution for Scheduled Caste (Each Caste Separately) for Baramula District of Jammu & Kashmir, 2001 | Population Attending Educational Institutions by Age, Sex and Type of Educational Institution for Scheduled Caste (Each Caste Separately) for Srinagar District of Jammu & Kashmir, 2001"
364,Educational Level by Age and Sex,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Educational Level by Age and Sex for Population Age 7 and Above (For Each Caste/Tribe Separately), Census 2001 - India and States",578,"Table Name,State Code,District Code,SC Code,Area Name,Name of the Scheduled Caste,Total/ Rural/ Urban,Total  Persons,Total  Males,Total  Females,Illiterate  Persons,Illiterate  Males,Illiterate  Females,Literate  Persons,Literate  Males,Literate  Females,Educational level  Literate without educational level  Persons,Educational level  Literate without educational level  Males,Educational level  Literate without educational level  Females,Educational level  Below primary  Persons,Educational leve","Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately) for Kupwara District of Jammu & Kashmir, 2001 | Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately) for Baramula District of Jammu & Kashmir, 2001 | Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately) for Srinagar District of Jammu & Kashmir, 2001"
366,Educational Level by Age and Sex,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Educational Level by Age and Sex for Population Age 7 and Above (For Each Caste/Tribe Separately), Census 2001 - India and States",543,"Table Name,State Code,District Code,ST Code,Area Name,ST Name,Total/ Rural/ Urban,Total  Persons,Total  Males,Total  Females,Illiterate  Persons,Illiterate  Males,Illiterate  Females,Literate  Persons,Literate  Males,Literate  Females,Educational level Literate without educational level  Persons,Educational level  Literate without educational level  Males,Educational level  Literate without educational level  Females,Educational level  Below primary  Persons,Educational level  Below primary  Mal","Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Tribe (Each Tribe Separately) for Kupwara District of Jammu & Kashmir, 2001 | Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Tribe (Each Tribe Separately) for Baramula District of Jammu & Kashmir, 2001 | Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Tribe (Each Tribe Separately) for Srinagar District of Jammu & Kashmir, 2001"
635,"Population Attending Educational Institutions by Age, Sex and Type of Educational Institution","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Population Attending Educational Institutions by Age, Sex and Type of Educational Institution (For Each Caste/Tribe Separately), Census 2001 - India and States",543,"Table Name,State Code,District Code,ST Code,Area Name,ST Name,Total/ Rural/ Urban,Age group,Total  Persons,Total  Males,Total  Females,Population attending educational institutions  Persons,Population attending educational institutions  Males,Population attending educational institutions  Females,Type of educational institution  School  Persons,Type of educational institution  School  Males,Type of educational institution  School  Females,Type of educational institution  College  Persons,Type of","Population Attending Educational Institutions by Age, Sex and Type of Educational Institution for Scheduled Tribe (Each Tribe Separately) for Kupwara District of Jammu & Kashmir, 2001 | Population Attending Educational Institutions by Age, Sex and Type of Educational Institution for Scheduled Tribe (Each Tribe Separately) for Baramula District of Jammu & Kashmir, 2001 | Population Attending Educational Institutions by Age, Sex and Type of Educational Institution for Scheduled Tribe (Each Tribe Separately) for Srinagar District of Jammu & Kashmir, 2001"
645,Population by Religious Community,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Population by Religious Community (For Each Caste/Tribe Separately), Census 2001 - India and States",543,"Table Name,State Code,District Code,ST Code,Area Name,ST Name,Religion,Total  Persons,Total  Males,Total  Females,Rural  Persons,Rural  Males,Rural  Females,Urban  Persons,Urban  Males,Urban  Females","Population by Religious Community for Scheduled Tribe (Each Tribe Separately) for Kupwara District of Jammu & Kashmir, 2001 | Population by Religious Community for Scheduled Tribe (Each Tribe Separately) for Baramula District of Jammu & Kashmir, 2001 | Population by Religious Community for Scheduled Tribe (Each Tribe Separately) for Srinagar District of Jammu & Kashmir, 2001"
470,"Main Workers Classified by Industrial Category, Age and Sex","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Main Workers Classified by Industrial Category, Age and Sex, Census 1991 - India and States",483,"India/State/UT/CITY/U.A. Name,Total/Rural/Urban/CITY/U.A.,Age group,Total Population  Persons,Total Population  Males,Total Population  Females,Total Main Workers IIX  Males,Total Main Workers IIX  Females,Industrial Category of Main Workers  I  Males,Industrial Category of Main Workers  I  Females,Industrial Category of Main Workers  II  Males,Industrial Category of Main Workers  II  Females,Industrial Category of Main Workers  Va  Males,Industrial Category of Main Workers  Va  Females,Industri","Main Workers Classified by Industrial Category, Age and Sex, 1991 - Andhra Pradesh | Main Workers Classified by Industrial Category, Age and Sex for Srikakulam District of Andhra Pradesh, 1991 | Main Workers Classified by Industrial Category, Age and Sex for Vizianagaram District of Andhra Pradesh, 1991"
306,"Age, Sex and Educational level Population - All Areas","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Age, Sex and Educational level Population, Census 1991 - India and States",483,"India/State/UT/CITY/U.A. Name,Age group,Total population  Persons,Total population  Males,Total population  Females,Illiterate  Males,Illiterate  Females,Literate without Educational Level  Non formal  Males,Literate without Educational Level  Non formal  Females,Literate without Educational Level  formal  Males,Literate without Educational Level  formal  Females,Educational Level  Primary  Males,Educational Level  Primary  Females,Educational Level  Middle  Males,Educational Level  Middle  Fema","Age, Sex and Educational level Population - All Areas, 1991 - Andhra Pradesh | Age, Sex and Educational level Population - All Areas for Srikakulam District of Andhra Pradesh, 1991 | Age, Sex and Educational level Population - All Areas for Vizianagaram District of Andhra Pradesh, 1991"
563,"Non Workers by Main Activity, Age and Sex","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Non Workers by Main Activity, Age and Sex, Census 1991 - India and States",483,"India/State/UT/CITY/U.A. Name,Total/Rural/Urban/CITY/U.A.,Age group,Total  Persons,Total  Males,Total  Females,Main Activity  Household Duties  Males,Main Activity  Household Duties  Females,Main Activity  Students  Males,Main Activity  Students  Females,Main Activity  Dependents  Males,Main Activity  Dependents  Females,Main Activity  Retired Persons or Rentiers  Males,Main Activity  Retired Persons or rentiers  Females,Main Activity  Beggars Vagrants Etc.  Males,Main Activity  Beggars Vagrants","Non Workers by Main Activity, Age and Sex, 1991 - Andhra Pradesh | Non Workers by Main Activity, Age and Sex for Srikakulam District of Andhra Pradesh, 1991 | Non Workers by Main Activity, Age and Sex for Vizianagaram District of Andhra Pradesh, 1991"
545,"Marginal workers by Industrial Category, Age and Sex","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Marginal workers by Industrial Category, Age and Sex, Census 1991 - India and States",483,"India/State/UT/CITY/U.A. Name,Total/Rural/Urban/CITY/U.A.,Age Group,Total  Persons,Total  Males,Total  Females,Industrial Category of Marginal Workers  I  Males,Industrial Category of Marginal Workers  I  Females,Industrial Category of Marginal Workers  II  Males,Industrial Category of Marginal Workers  II  Females,Industrial Category of Marginal Workers  III  Males,Industrial Category of Marginal Workers  III  Females,Industrial Category of Marginal Workers  IV  Males,Industrial Category of Mar","Marginal workers by Industrial Category, Age and Sex, 1991 - Andhra Pradesh | Marginal workers by Industrial Category, Age and Sex for Srikakulam District of Andhra Pradesh, 1991 | Marginal workers by Industrial Category, Age and Sex for Vizianagaram District of Andhra Pradesh, 1991"
489,"Main Workers other than Cultivators and Agricultural Labourers Classified by Industrial Category, Educational Level and Sex","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Main Workers other than Cultivators and Agricultural Labourers Classified by Industrial Category, Educational Level and Sex, Census 1991 - India and States",483,"India/State/UT/CITY/U.A. Name,Total/Rural/Urban/CITY/U.A.,Educational Level,Total  Males,Total  Females,Industrial Category of Main Workers  III  Males,Industrial Category of Main Workers  III  Females,Industrial Category of Main Workers  IV  Males,Industrial Category of Main Workers  IV  Females,Industrial Category of Main Workers  VA  Males,Industrial Category of Main Workers  VA  Females,Industrial Category of Main Workers  VB  Males,Industrial Category of Main Workers  VB  Females,Industrial","Main Workers other than Cultivators and Agricultural Labourers Classified by Industrial Category, Educational Level and Sex, 1991 - Andhra Pradesh | Main Workers other than Cultivators and Agricultural Labourers Classified by Industrial Category, Educational Level and Sex for Srikakulam District of Andhra Pradesh, 1991 | Main Workers other than Cultivators and Agricultural Labourers Classified by Industrial Category, Educational Level and Sex for Vizianagaram District of Andhra Pradesh, 1991"
488,"Main Workers other than Cultivators and Agricultural Labourers Classified by Industrial Category, Age and Sex","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Main Workers other than Cultivators and Agricultural Labourers Classified by Industrial Category, Age and Sex, Census 1991 - India and States",483,"India/State/UT/CITY/U.A. Name,Total/Rural/Urban/CITY/U.A.,Age group,Total  Males,Total  Females,Industrial Category of Main Workers  III  Males,Industrial Category of Main Workers  III  Females,Industrial Category of Main Workers  IV  Males,Industrial Category of Main Workers  IV  Females,Industrial Category of Main Workers  VA  Males,Industrial Category of Main Workers  VA  Females,Industrial Category of Main Workers  VB  Males,Industrial Category of Main Workers  VB  Females,Industrial Categor","Main Workers other than Cultivators and Agricultural Labourers Classified by Industrial Category, Age and Sex, 1991 - Andhra Pradesh | Main Workers other than Cultivators and Agricultural Labourers Classified by Industrial Category, Age and Sex for Srikakulam District of Andhra Pradesh, 1991 | Main Workers other than Cultivators and Agricultural Labourers Classified by Industrial Category, Age and Sex for Vizianagaram District of Andhra Pradesh, 1991"
478,"Main Workers Classified by Industrial Category, Educational Level and Sex","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Main Workers Classified by Industrial Category, Educational Level and Sex, Census 1991 - India and States",483,"India/State/UT/CITY/U.A. Name,Total/Rural/Urban/CITY/U.A.,Educational Level,Total Population  Persons,Total Population  Males,Total Population  Females,Total Main Workers IIX  Males,Total Main Workers IIX  Females,Industrial Category of Main Workers  I  Males,Industrial Category of Main Workers  I  Females,Industrial Category of Main Workers  II  Males,Industrial Category of Main Workers  II  Females,Industrial Category of Main Workers  Va  Males,Industrial Category of Main Workers  Va  Females,","Main Workers Classified by Industrial Category, Educational Level and Sex, 1991 - Andhra Pradesh | Main Workers Classified by Industrial Category, Educational Level and Sex for Srikakulam District of Andhra Pradesh, 1991 | Main Workers Classified by Industrial Category, Educational Level and Sex for Vizianagaram District of Andhra Pradesh, 1991"
648,Population by Single Year Age Returns,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Population by Single Year Age Returns, Census 1991 - India and States",482,"India/State/UT/CITY/U.A. Name,Age,Total  Males,Total  Females,Rural  Males,Rural  Females,Urban  Males,Urban  Females","Population by Single Year Age Returns, 1991 - India | Population by Single Year Age Returns, 1991 - Andhra Pradesh | Population by Single Year Age Returns for Srikakulam District of Andhra Pradesh, 1991"
637,Population Attending School or College by Completed level of Education - Rural,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Population Attending School or College by Completed level of Education, Census 1991 - India and States",477,"India/State/UT/CITY/U.A. Name,Age group,Total population  Persons,Total population  Males,Total population  Females,Total persons attending school/college  Persons,Total persons attending school/college  Males,Total persons attending school/college  Females,Illiterate  Males,Illiterate  Females,Literate Without Educational Level  Non formal  Males,Literate Without Educational Level  Non formal  Females,Literate Without Educational Level  formal  Males,Literate Without Educational Level  formal  ","Population Attending School or College by Completed level of Education - Rural, 1991 - Andhra Pradesh | Population Attending School or College by Completed level of Education - Rural for Srikakulam District of Andhra Pradesh, 1991 | Population Attending School or College by Completed level of Education - Rural for Vizianagaram District of Andhra Pradesh, 1991"
483,"Main Workers by Age, Sex and Educational Level - Rural","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Main Workers by Age, Sex and Educational Level, Census 1991 - India and States",477,"India/State/UT/CITY/U.A. Name,Total/Rural/Urban/CITY/U.A.,Educational Level in  Codes,Total  Persons,Total  Males,Total  Females,Agegroups  514  Males,Agegroups  514  Females,Agegroups  1519  Males,Agegroups 1519  Females,Agegroups  2024  Males,Agegroups  2024  Females,Agegroups  2529  Males,Agegroups  2529  Females,Agegroups  3034  Males,Agegroups  3034  Females,Agegroups  3539  Males,Agegroups  3539  Females,Agegroups  4049  Males,Agegroups  4049  Females,Agegroups  5059  Males,Agegroups  5059","Main Workers by Age, Sex and Educational Level - Rural, 1991 - Andhra Pradesh | Main Workers by Age, Sex and Educational Level - Rural for Srikakulam District of Andhra Pradesh, 1991 | Main Workers by Age, Sex and Educational Level - Rural for Vizianagaram District of Andhra Pradesh, 1991"
564,"Non Workers by Main Activity, Educational level and Sex","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Non Workers by Main Activity, Educational level and Sex, Census 1991 - India and States",477,"India/State/UT/CITY/U.A. Name,Total/Rural/Urban/CITY/U.A., Educational Level,Total  Persons,Total  Males,Total  Females,Main Activity  Household Duties  Males,Main Activity  Household Duties  Females,Main Activity  Students  Males,Main Activity  Students  Females,Main Activity  Dependents  Males,Main Activity  Dependents  Females,Main Activity  Retired Persons or Rentiers  Males,Main Activity  Retired Persons or Rentiers  Females,Main Activity  Beggars Vagrants Etc.  Males,Main Activity  Beggars","Non Workers by Main Activity, Educational level and Sex, 1991 - Andhra Pradesh | Non Workers by Main Activity, Educational level and Sex for Srikakulam District of Andhra Pradesh, 1991 | Non Workers by Main Activity, Educational level and Sex for Vizianagaram District of Andhra Pradesh, 1991"
484,"Main Workers by Age, Sex and Educational Level - Urban","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Main Workers by Age, Sex and Educational Level, Census 1991 - India and States",473,"India/State/UT/CITY/U.A. Name,Total/Rural/Urban/CITY/U.A.,Educational Level in Codes,Total  Persons,Total  Males,Total  Females,Agegroups  514  Males,Agegroups  514  Females,Agegroups  1519  Males,Agegroups  1519  Females,Agegroups  2024  Males,Agegroups  2024  Females,Agegroups  2529  Males,Agegroups  2529  Females,Agegroups  3034  Males,Agegroups  3034  Females,Agegroups  3539  Males,Agegroups  3539  Females,Agegroups  4049  Males,Agegroups  4049  Females,Agegroups  5059  Males,Agegroups  5059","Main Workers by Age, Sex and Educational Level - Urban, 1991 - Andhra Pradesh | Main Workers by Age, Sex and Educational Level - Urban for Srikakulam District of Andhra Pradesh, 1991 | Main Workers by Age, Sex and Educational Level - Urban for Vizianagaram District of Andhra Pradesh, 1991"
638,Population Attending School or College by Completed level of Education - Urban,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Population Attending School or College by Completed level of Education, Census 1991 - India and States",473,"India/State/UT/CITY/U.A. Name,Age group,Total population  Persons,Total population  Males,Total population  Females,Total persons attending school/college  Persons,Total persons attending school/college  Males,Total persons attending school/college  Females,Illiterate  Males,Illiterate  Females,Literate without educational level  Non formal  Males,Literate without educational level  Non formal  Females,Literate without educational level  Formal  Males,Literate without educational level  Formal  ","Population Attending School or College by Completed level of Education - Urban, 1991 - Andhra Pradesh | Population Attending School or College by Completed level of Education - Urban for Srikakulam District of Andhra Pradesh , 1991 | Population Attending School or College by Completed level of Education - Urban for Vizianagaram District of Andhra Pradesh , 1991"
307,"Age, Sex and Educational level Population - Urban","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Age, Sex and Educational level Population, Census 1991 - India and States",473,"India/State/UT/CITY/U.A. Name,Age Group,Total Population  Persons,Total Population  Males,Total Population  Females,Illiterate  Males,Illiterate  Females,Literate Without Educational Level  Non Formal  Males,Literate Without Educational Level  Non Formal  Females,Literate Without Educational Level  Formal  Males,Literate Without Educational Level  Formal  Females,Educational Level  Primary  Males,Educational Level  Primary  Females,Educational Level  Middle  Males,Educational Level  Middle  Fema","Age, Sex and Educational level Population - Urban, 1991 - Andhra Pradesh | Age, Sex and Educational level Population - Urban for Srikakulam District of Andhra Pradesh, 1991 | Age, Sex and Educational level Population - Urban for Vizianagaram District of Andhra Pradesh, 1991"
